,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
789,동대문구답십리도서관 자료실 업무지원(13:00~15:00),답십리도서관,동대문구답십리도서관,"★ 주의사항을 꼭 읽어주세요.★
○ 모집대상 : 동대문구립도서관 회원 중 청소년 및 성인(초등학생 불가) 
○ 활동내용 : 자료실(1~3층) 서가 정리 및 환경 정리, 프로그램 진행 보조 등 업무 지원
 
※ 정기휴관일 : 매주 금요일  (8/7, 14, 21, 28)
※ 법정공휴일 : 9/23 ~ 26
 - 미참석자 활동불가!  - 월3회 이상 활동자 봉사 1시간 인정
※ 교육대상 : 신청 승인자
※ 교육일자 : 8월 25일(토) 오후3시 
※ 교육장소 : 동대문구답십리도서관 1층 세미나실
※ 준 비 물 : 동대문구립도서관 회원증  (단, 2018년 2월 이후 사전교육 이수자 면제!)

※ 동대문구립도서관 회원만 자원봉사가 가능합니다.(사전교육일 회원가입가능/신분증 지참) 
※ 월 20시간 이상 자원봉사자는 도서 대출권수를 1년간 상향조정 해드립니다.(5권 → 8권)
※ 월 3회 이상, 1일 1회만 활동해야 합니다(1일 2회 이상 월 3회 미만 신청시 신청이 반려됩니다). 
※ 봉사신청 후 무단 불참 시 다음 봉사활동 신청에 제한을 받을 수 있습니다.
문의: 02-2216-9407, 종합자료2관 사서 최연경(3층)",20180801,20180820,20180901 ~ 20180930,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,동대문구,서울특별시 동대문구 서울시립대로4길 75 ,37.573151,127.050499
790,동대문구답십리도서관 자료실 업무지원(16:00~18:00),답십리도서관,동대문구답십리도서관,"★ 주의사항을 꼭 읽어주세요.★
○ 모집대상 : 동대문구립도서관 회원 중 청소년 및 성인(초등학생 불가) 
○ 활동내용 : 자료실(1~3층) 서가 정리 및 환경 정리, 프로그램 진행 보조 등 업무 지원
 
※ 정기휴관일 : 매주 금요일  (8/7, 14, 21, 28)
※ 법정공휴일 : 9/23 ~ 26
 - 미참석자 활동불가!  - 월3회 이상 활동자 봉사 1시간 인정
※ 교육대상 : 신청 승인자
※ 교육일자 : 8월 25일(토) 오후3시 
※ 교육장소 : 동대문구답십리도서관 1층 세미나실
※ 준 비 물 : 동대문구립도서관 회원증  (단, 2018년 2월 이후 사전교육 이수자 면제!)

※ 동대문구립도서관 회원만 자원봉사가 가능합니다.(사전교육일 회원가입가능/신분증 지참) 
※ 월 20시간 이상 자원봉사자는 도서 대출권수를 1년간 상향조정 해드립니다.(5권 → 8권)
※ 월 3회 이상, 1일 1회만 활동해야 합니다(1일 2회 이상 월 3회 미만 신청시 신청이 반려됩니다). 
※ 봉사신청 후 무단 불참 시 다음 봉사활동 신청에 제한을 받을 수 있습니다.
문의: 02-2216-9407, 종합자료2관 사서 최연경(3층)",20180801,20180820,20180901 ~ 20180930,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,동대문구,서울특별시 동대문구 서울시립대로4길 75 ,,
791,동대문구답십리도서관 자료실 업무지원(18:00~20:00),답십리도서관,동대문구답십리도서관,"★ 주의사항을 꼭 읽어주세요.★
○ 모집대상 : 동대문구립도서관 회원 중 성인(청소년 및 초등학생 불가)
○ 활동내용 : 자료실(2~3층) 서가 정리 및 환경 정리, 프로그램 진행 보조 등 업무 지원
 
※ 정기휴관일 : 매주 금요일  (8/7, 14, 21, 28)
※ 법정공휴일 : 9/23 ~ 26
 - 미참석자 활동불가!  - 월3회 이상 활동자 봉사 1시간 인정
※ 교육대상 : 신청 승인자
※ 교육일자 : 8월 25일(토) 오후3시 
※ 교육장소 : 동대문구답십리도서관 1층 세미나실
※ 준 비 물 : 동대문구립도서관 회원증  (단, 2018년 2월 이후 사전교육 이수자 면제!)

※ 동대문구립도서관 회원만 자원봉사가 가능합니다.(사전교육일 회원가입 가능/신분증 지참) 
※ 월 20시간 이상 자원봉사자는 도서 대출권수를 1년간 상향조정 해드립니다.(5권 → 8권)
※ 월 3회 이상, 1일 1회만 활동해야 합니다(1일 2회 이상 월 3회 미만 신청시 신청이 반려됩니다). 
※ 봉사신청 후 무단 불참 시 다음 봉사활동 신청에 제한을 받을 수 있습니다.
문의: 02-2216-9407, 종합자료2관 사서 최연경(3층)",20180801,20180820,20180901 ~ 20180930,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,동대문구,서울특별시 동대문구 서울시립대로4길 75 ,,
792,감동365 양주 클린데이 캠페인 - 은현면,양주시자원봉사센터,은현면사무소 일대(은현면사무소 주차장 집결),"*경기도교육청 [2018 경기도교육청 학생봉사활동 운영계획] 에 따라 학교에서 봉사활동이 인정 안 될 수 있습니다. 학생 봉사활동의 최종 봉사시간 인정여부는 학교장이 승인

*봉사활동 시간은 한 만큼 인정됩니다. 사정에 따라 시간이 변동될 수 있음을 양해 바랍니다.

- 일      시 : 8.22.(수) 오전 07시~08시 
- 장      소 : 은현면사무소 일대(은현면사무소 주차장 집결) 
- 활동내용 : 은현면 환경정화 및 캠페인 
- 모집인원 : 200명(성인, 초등학생, 청소년, 단체 모두 활동 가능합니다. 가족과 친구와 함께 하세요~) 
- 주의사항 : 날씨가 덥습니다. 얼음물, 모자, 시원한 복장으로 소지품은 간단하게!!!",20180730,20180820,20180822 ~ 20180822,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,양주시,"경기도 양주시 부흥로 1533 양주시청 2층, 양주시자원봉사센터",37.7997662,126.9964906
793,제22회 무주반딧불축제 지원,전라북도 무주군,반딧불축제장 및 무주관내 전역,"제22회 무주반딧불축제 지원에따른 자원봉사자 모집
부스운영 및 기타 행사지원
안내-관광객 안내 , 행사장 안내, 부스내 안내 
환경정화 - 반딧불축제장 주변 정화활동 
주차 및 차량 통제- 주차장 안내 및 차량 통제구역 안내
행사보조,외",20180730,20180820,20180901 ~ 20180909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,전라북도,무주군,전라북도 무주군 무주읍 주계로 7길 10번지 ,,
794,아동 여름나들이지원 대학생 자원봉사자 모집합니다^_^,화동지역아동센터,"대구시민체육관, 화동지역아동센터","1. 봉사일시 : 8월 21일

2. 봉사시간 : 09:00~18:00 (8시간)

3. 내     용 :  초등학생 체험, 놀이, 관람, 워터파크 활동을 동행, 1인 4명 ~ 5명 아동을 인솔 예정

4. 대     상 : 대학생(초등학생과 어울려서 체험을 함께 할 수 있는 대학생) 3명

5. 점심식사, 차량 제공

6. 담당자: 최숙환, 010-3713-2794, 053-634-0086(담당자에게 반드시 전화나 톡 혹은 문자 주셔야 합니다, 전화통화후에 봉사활동 결정하겠습니다.)


",20180731,20180820,20180821 ~ 20180821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,대구광역시,달성군,대구광역시 달성군 화원읍 성암로1길 69 201호(화원주차빌딩),35.8023167,128.509286
795,[오후]대구약령시한의약박물관 자원봉사자 모집,약령시한의약박물관,대구약령시한의약박물관,"- 일시 : 8월 28일, 29일, 30일, 31일 오후 2시- 6시(4시간)
- 활동 내용 :  관람객 안내, 체험활동 보조, 박물관 청소 등
- 성인만 가능 ",20180801,20180820,20180828 ~ 20180831,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,대구광역시,중구,대구광역시 중구 달구벌대로415길 49 약령시한의약박물관 2층,,
796,불법광고물 수거 및 일소 캠페인(장소 확인),(사)아름다운부산만들기시민운동본부,지하철 해운대역 광장,"※ 편한 복장으로 활동 시작 10분전에 활동 장소에 집결하시기 바랍니다.

일시 : 2018.08.21(화) 16:00~ 18:00
장소 : 지하철 해운대역 광장
활동 : 불법광고물 수거 및 일소 캠페인

[주의사항]
▲긴급 상황 시 연락을 위해 연락처를 정확히 입력해 주세요 [1365로그인〉개인정보〉회원정보관리]
  ※연락 시 부재일 경우 반려(취소) 처리가 될 수 있습니다.
▲봉사신청 확인 :  [1365로그인〉정보수정〉봉사활동참여정보〉봉사신청내역>]",20180801,20180820,20180821 ~ 20180821,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,부산광역시,연제구,"부산 연제구 거제천로 65-1, 2층",35.1814854,129.07754540000002
797,우편발송 작업,광명시 고혈압당뇨병 등록교육센터,광명시 보건소 3층 고혈압 당뇨병 등록교육센터 21번방,광명시 고혈압 당뇨병 등록교육센터에 등록되신 분들에게 건강정보 소식지를 발송하기 위한 작업입니다. (점심식사 제공) 청소년은 고등학생 이상 가능합니다. - 일정 : 8. 21(화) - 시간 : 09:00~15:00(활동한 시간만큼만 인정) - 장소 : 광명시 보건소 3층 고혈압 당뇨병 등록교육센터 21번방 많은 참여 부탁드려요~^^,20180801,20180820,20180821 ~ 20180821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,광명시,경기도 광명시 오리로 613 광명시 보건소 3층 21번방,37.455626200000005,126.8783005
798,"안녕, 대구! 플래시몹",달성군자원봉사센터,동대구역 광장," 새롭게 변화된 동대구역 광장에서 대구 시민들에게 자원봉사를 홍보하여 시민들의 자원봉사 활성화를 도모
 전국자원봉사공동행동 캠페인에 동참하여 ‘안녕 리액션(Reaction)’ ‘안녕, 대구!’의 자원봉사 함께하자라는 의미의 공동 슬로건을 대구 시민들에게 알리고자 함.

- 일    시 : 2018. 09. 01(토) 15:00 ~ 20:00 
- 장    소 : 동대구역 광장

- 자원봉사 플래시몹 사전 연습 (8월 21, 23, 25, 28, 31일) 
- 자세한 내용은 첨부파일 참조
★  문의 전화 : 631-4092",20180801,20180820,20180901 ~ 20180901,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,대구광역시,달성군,대구광역시 달성군 금강로16길 11 3층,35.7759198,128.4327476
799,행복한 4(사)이다! 3기,부산광역시 수영구,수영구장애인협회,"자원봉사로 나눔을 실천하는 ""행복한 4(사)이다!"" 3기 

1. 모집대상 : 수영구 관내 10가구 (총 20명)
* 반드시 부모와 자녀가 함께 참여하여야 합니다.

2. 모집기간 : 8월 1일(수)~20일(월)

3. 활동날짜 : 8월 22일(수) 13시~15시

4. 활동장소 : 수영구장애인협회

5. 활동내용 : 8월 25일(토)에 장애인식개선캠페인 활동에 사용 할 피켓을 장애인 자원봉사자와 함께 만들 예정입니다.

6. 문의전화 : 752-8982 담당자 이언주

* 21일(화)에 안내문자를 발송해드리오니 문자를 받으시고 활동에 참여해주시면 됩니다.
* 13시~13시 30분에는 장애인식개선 교육이 진행되고, 13시 30분 이후부터는 장애인 자원봉사자와 함께 피켓을 제작할 예정입니다.",20180801,20180820,20180822 ~ 20180822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,부산광역시,수영구,부산광역시 수영구 구락로 150 1층,35.1804922,129.11556159999998
800,유기견 수영하기 활동봉사자 모집,군산도그랜드유기견보호센터,군산시유기견보호소,"일시 : 2018.06.01~ 2018.08.31 매주 금,토,일 13:00~18:00
장소 : 군산시유기견보호소
대상 : 고등학생이상 성인봉사자 50명
내용 : 유기견 수영시키기
지원 : 봉사시간인정",20180521,20180821,20180601 ~ 20180831,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,전라북도,군산시,전라북도 군산시 대야면 보덕안정길 108-20 군산도그랜드,35.9575442,126.81779240000002
801,예랑어린이집 청결지원 봉사자 모집,예랑어린이집,예랑어린이집,활동내용 :아이들돌봄  교구정리및 세척  동화 읽기 환경 정리 및 청소,20180521,20180821,20180522 ~ 20180822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,광주광역시,북구,광주광역시 북구  비엔날레로93번길 22 용봉동 1048-4,37.4392633,126.6758548
802,일감,지리산두레마을,지리산두레마을,농사 및 두레마을 내 일손돕기,20180621,20180821,20180621 ~ 20180821,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,경상남도,함양군,경상남도 함양군 함양읍 삼봉로 442-14 ,35.4702079,127.66704059999999
803,"노은파출소 주관, 노은안전드림지킴이 순찰",유성경찰서,지족동 및 노은동,"1. 시행부서 : 노은파출소 (042-725-6306) 
2. 봉사활동일시 : 2018.08.23.(목) 20:00~22:00 (2시간)
3. 봉사활동장소 : 지족동 노은파출소 주변 및 노은 지역 우범지역 등 
4. 모집대상 : 초.중.고등학생 및 대학생, 성인 
5. 봉사활동내용 : 노은지역 범죄예방활동 및 우범지역 합동 순찰 등 
6. 비고 : 우천시 취소 될 수 있으며, 참가자는 합동순찰 10분전까지 노은파출소로 집결하여 주시기 바라며, 학생의 경우 봉사활동 담당선생님 및 담임선생님과 상의 후 신청하여 주시기 바라며, 학교마다 봉사활동 인정시간 상이할 수 있습니다. 
7. 기타 자세한 사항은 노은파출소 042-725-6306으로 문의하여 주시기 바랍니다. ",20180801,20180821,20180823 ~ 20180823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,대전광역시,유성구,대전광역시 유성구  북유성대로 112 유성경찰서 경무계,36.3786702,127.32535779999999
804,[8월 자원봉사 기초교육] 참여 봉사자 모집,계양구자원봉사센터,계양구청 6층 회의실,"<8월 자원봉사 기초교육> 참여 봉사자 모집 
   => 성인 자원봉사자만 신청 가능합니다. 
   => 교육 중 퇴실 시, 시간인정이 안됩니다. 

- 일시: 2018년 8월 22일(수) 14시~16시(봉사시간 2시간 인정) 
- 장소: 계양구청 6층 회의실 
- 대상: 신규 자원봉사자 및 교육 미이수자(성인만) 
- 내용: 자원봉사 기본교육 및 인정기준, 인센티브 등 
- 문의: 계양구자원봉사센터(430-7725) 
          * 대중교통을 이용해주세요. ",20180719,20180821,20180822 ~ 20180822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,인천광역시,계양구,인천광역시 계양구 계산새로88 계양구청 2층 자원봉사센터 자원봉사센터,37.506535299999996,126.73089920000001
