,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
101,제27기 한국고등학교 검도상비군 및 제9회 남자중학교 상비군 선발대회,거제시체육회,거제시 실내체육관,행사진행보조요원,20180605,20180608,20180616 ~ 20180616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Gyeongsangnam-do,Geoje-si,"910 Gohyeon-dong, Geoje-si, Gyeongsangnam-do, South Korea",34.8820535,128.6170535
102,2018 사상구청장기 테니스·축구·게이트볼·야구·족구 대회,부산광역시사상구체육회,삼락생태공원,○봉사제목: 2018 사상구청장기 테니스·축구·게이트볼·야구·족구 대회○봉사내용: 선수단안내 및 주변정리○활동대상: 고등학생 이상 누구나○모집인원: 15명○집결지: 삼락생태공원 AB 축구장○집결시간: 오전 9시까지,20180601,20180620,20180624 ~ 20180624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Busan,Sasang-gu,"Samnak Ecological Park, 686 Samnak-dong, Sasang-gu, Busan, South Korea",35.1687484,128.9735403
103,사무관리.행정 자원봉사자 모집,동두천생활문화센터,동두천생활문화센터,-생활문화센터 매주 월~금요일 오후3시~6시까지 사무관리. 행정 자원봉사자 모집합니다.,20180601,20180620,20180601 ~ 20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Dongducheon,"722-1 Jihaeng-dong, Dongducheon, Gyeonggi-do, South Korea",37.890802,127.053175
104,성곡미술관 독일디자인100년 문화자원봉사자 추가모집,성곡미술관,성곡미술관,성곡미술관에서는 <독일디자인100년>전을 2018년 5월 24일부터 8월 26일까지 개최합니다. 이에 미술관의 운영요원으로 활동해주실 문화자원봉사자를 아래와 같이 모집합니다.■ 모집개요？ 모집취지- 장래 문화예술계 종사자를 꿈꾸는 젊은 세대들에게 전시와 교육프로그램 등 미술관 운영 전반에 대한 경험을 나눔으로써 직업체험의 기회를 제공하고자 한다.- 문화예술을 사랑하는 일반인들로 하여금 미술관 운영 전반에 대한 간접체험의 기회를 제공하고자 한다.- 미술관 전시 안내요원으로써 관객들의 원활한 전시 관람을 돕는 소중한 안내자의 역할을 인식시키고자 한다.？ 근 무 지 : 성곡미술관(서울시 종로구 경희궁길 42)？ 근무기간 : 2018년 5월 24일(목) ~ 8월 26일(일) (근무일 조정가능)？ 근무요일 및 시간- 매주 화~일 (월요일 휴관) 중 최소 1일 이상 (지원서 작성 시 선택)- 오전 10-2시/오후 2-6시 선택？ 근무내용 : 전시실 작품 보호 및 관리 전시안내 관람질서 유지 등 전시운영？ 근무형태 : 자원봉사자？ 자격요건 : 문화예술에 관심 있는 모든 애호가 (만 18세 이상 성별 무관)？ 자원봉사자 지원 사항(1) 미술관 학예업무 및 교육프로그램에 관한 기초 교육- 전시 기획 프로세스 교육- 교육프로그램에 대한 이해- 작품해설과 그 의미에 대한 교육(2) 소정의 식대 및 교통비 제공(3) 성곡미술관 전시도록 및 전시초대권 제공(4) 성곡미술관 카페 이용권 일 1매 (해당근무일)(5) 자원봉사 활동증명서 발급 (전시종료 후)■ 접수방법 및 제출서류？ 접수방법 : 지원신청서 e-mail 접수 (info@sungkokmuseum.org)※ 소정양식 다운로드 (첨부파일 참조)※ 근무가능일 및 시간 정확히 표기 요망？ 접수기간 : 2018. 5. 31(화) ~ 채용시까지？ 유의사항 : e-mail 작성 시 제목은 ‘성곡미술관 자원봉사자_성명’ 파일명은 ‘자원봉사자_성명’으로 표기■ 선발절차？ 선발방법 : 서류심사 및 면접？ 선발절차 : 1차 서류 통과자에 한해 개별통지 후 면접 진행？ 선발결과 : 추후 통지■ 문의？ 이메일 : info@sungkokmuseum.org？ 전화 : 02-737-7650？ 홈페이지 : http://www.sungkokmuseum.org,20180601,20180620,20180531 ~ 20180826,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Jongno-gu,"42 Gyeonghuigung-gil, Sajik-dong, Jongno-gu, Seoul, South Korea",37.5731157,126.9697643
105,2018 서울양천구 프리테니스와 함께 가족건강놀이터 운영지원 봉사자 모집,사단법인 한국프리테니스협회,서울 목동 양천공원 광장,* 2018 서울 양천구 선데이파크 프리테니스와 함께 가족건강놀이터 운영지원 봉사자 모집 *기간 : 2018년 6월 9일 (토) ~ 6월 10일 (일) 10:00 ~ 14:00장소 : 서울 목동 양천공원 광장모집 기간 : 5월 31일 ~ 6월 7일모집 대상 : 청소년  성인 <프리테니스에 관심있는 아이도 좋습니다>봉사 시간 6월 9 ~ 10일까지 일시간 파트별로 신청 가능(EX : 10일 1~3파트 신청합니다  9일 2파트 신청 합니다)10 : 00 ~ 11 : 00 <1파트>11 : 00 ~ 12 : 00 <2파트>12 : 00 ~ 13 : 00 <3파트>13 : 00 ~ 14 : 00 <4파트>봉사 업무 내용 : 프리테니스 운영 지원 및 사진 촬영  프리테니스 체험 고객 응대TEL : 02-2646-8808,20180601,20180620,20180609 ~ 20180610,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Mok-dong,Yangcheon-gu,"South Korea, Seoul, Yangcheon-gu, Mok-dong, 905-2 썬앤문분수광장",37.5315068,126.8766716
106,2018전국대학생인문학활동,아트랜스파머,경상북도 칠곡군 내 5개마을,○ 모집개요- 개성 넘치는 청년들이 평범하고 소소한 농촌의 일상을 인문학적 상상으로 변화시키는 방법!!- 전국대학생인문학활동이 2018년 다시 찾아왔습니다. 인문학을 몰라도 활동 분야경험이 없어도 열정만 있다면 누구나 지원 오케이!!인문학도시 칠곡군에서 새로운 만남 특별한 추억을 쌓고 싶은 청춘들은 빨리 신청하러 가즈아~○ 기간 및 일정- 모집기간 : 2018년 5월 31일(목) ~ 7월 02일(월) 18:00까지- 참가자발표: 2018년 7월 4일(수)- 활동기간 : 2018년 7월 16일(월) ~ 7월 22일(일) (6박 7일간)- 장소 : 경상북도 칠곡군 내 5개 마을○ 지원자격- 대학생 누구나(휴학생 및 복학생 가능)○ 활동내용- 마을 인문자원을 활용한 문화콘텐츠 제작- 각 프로그램별 전문가와 공동작업- 전공분야 상관없음[프로그램]- 마을미술 : 주민과 함께하는 미술 프로그램≫ 마을주민들의 이야기를 바탕으로 한 미술프로그램 진행- 마을동화 : 어르신동화 제작≫ 마을주민 개개인 삶의 발자취를 스토리텔링 작업을 통해 이야기가 담긴 동화로 제작- 스토리북 : 마을구술사 제작≫ 마을주민의 인생사를 구술로 채록하여 삶의 애환과 잊혀져가는 마을역사를 기록- 마을영상 : 마을 홍보 및 다큐멘터리영상≫ 마을의 역사 문화 자연자원을 취재하고 마을의 이야기를 홍보 및 다큐멘터리 영상으로 제작- 마을라디오극장 : 마을주민들의 이야기로 라디오 드라마제작≫ 마을주민들의 이야기를 주제로 주민들과 협업하여 단편 라디오드라마를 제작하는 활동- 마을이야기 레시피: 마을주민들의 이야기와 레시피를 소개하는 책자제작≫ 마을주민들의 추억 속 음식과 그 안에 담긴 이야기를 소개하는 이야기 레시피북 제작※ 위 프로그램은 마을여건상 변동될 수 있습니다.○ 접수방법1. 참가신청서 다운로드[www.indie053.net]2. 신청서 작성[파일명: 전국대학생인문학활동_○○○(이름)] (메일제목도 파일명과 동일하게 작성)3. art053@hanmail.net 발송○ 유의사항- 참가비 : 50000원 미입금시 참가취소(최종 참가자에게 개별 안내)○ 문의- 인디053: 054-920-1053,20180601,20180620,20180716 ~ 20180722,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gyeongsangbuk-do,Chilgok-gun,"Chilgok-gun, Gyeongsangbuk-do, South Korea",35.9953059,128.4015434
107,제 9회 동작구청장기 롤러스포츠대회 자원봉사자를 모집합니다.,동작구체육회,영롱이 인라인트랙장 (서울시 영등포구 문래동5가 31),1.일시:2018년 6월 24일(일요일)2.장소:영롱이 인라인트랙장(영등포구 문래동5가 31)3.봉사시간:09시00분~17시00분4.주요활동:동작구청장기 롤러스포츠대회 운영지원 및 진행보조5.모집인원:20명6.모집대상:청소년대학생성인 등7.접수방법:문화체육자원봉사 홈페이지회원가입(개인)주요활동지역-동작구/활동영역-체육분야로 봉사신청8.문의:동작구체육회 심승모지도자 02-832-0282,20180601,20180620,20180624 ~ 20180624,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Yeongdeungpo-gu,"31 Mullaedong 5(o)-ga, Yeongdeungpo-gu, Seoul, South Korea",37.5179868,126.8813009
108,토요전통문화체험,송파문화원,석촌호수 서호(서울놀이마당),1.일시:6월2일(토)2.장소:서울놀이마당3.봉사내용:전래놀이 수공예 페이스페인팅 체험부스 운영(송파문화봉사단분들외에 일반봉사자분들께서는 지원을 삼가하여 주시기 바랍니다),20180601,20180620,20180602 ~ 20180602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
109,해피송파투어,송파문화원,한성백제박물관 / 풍납토성 / 석촌동 고분군,1. 일시 : 5. 31(목) 15:00 ~ 18:002. 장소 : 한성백제박물관 풍납토성 석촌동 고분군3. 내용 : 송파 역사/문화 답사* 유의사항 : 본 봉사활동은 송파문화봉사단 소속의 문화해설사팀이 운영하며 일반 봉사활동이 아니오니 신청 시 유의하시기 바랍니다.,20180601,20180620,20180531 ~ 20180531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seoul,Songpa-gu,"88-20 Bangi-dong, Songpa-gu, Seoul, South Korea",37.5155637,127.1225037
110,2018 동작구 유소년축구리그 자원봉사자를 모집합니다.,동작구체육회,노들나루공원 인조잔디구장,1.일시: 2018년 6월 9일(토요일)2.장소: 노들나루공원3.봉사시간:10시00분~15시00분4.주요활동:유소년축구리그 운영지원 및 진행보조5.모집인원:6명6.모집대상:청소년대학생성인 등7.접수방법:문화체육자원봉사 홈페이지회원가입(개인)주요활동지역-동작구/활동영역-체육분야로 봉사신청8.문의:동작구체육회 심승모지도자 02-832-0282,20180601,20180620,20180609 ~ 20180609,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Seoul,Noryangjin 1(il)-dong,"Noryangjin 1(il)-dong, Seoul, South Korea",37.513416,126.952213
111,제29회 부산광역시장기 족구대회,부산광역시남구체육회,백운포체육공원 인조잔디구장,주차안내요원,20180529,20180614,20180617 ~ 20180617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Busan,Nam-gu,"108 Baegunpo-ro, Yongho 4(sa)-dong, Nam-gu, Busan, South Korea",35.1032031,129.1107237
112,제29회 부산광역시장기 족구대회,부산광역시남구체육회,백운포체육공원 인조잔디구장,본부석 행사 진행 요원,20180529,20180614,20180617 ~ 20180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Busan,Nam-gu,"108 Baegunpo-ro, Yongho 4(sa)-dong, Nam-gu, Busan, South Korea",35.1032031,129.1107237
113,송파문화원 페이스페인팅팀,송파문화원,중앙보훈병원,1.일시:2018.05.29(화)2.장소:중앙보훈병원3.내용:송파문화원 페이스페인팅 봉사활동*본 봉사활동은 송파문화봉사단이 운영하며 일반행사 활동이 아니오니 신청시 유의하시기 바랍니다.,20180529,20180614,20180529 ~ 20180529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Seoul,Gangdong-gu,"53 Jinhwangdo-ro 61-gil, Dunchon 2(i)-dong, Gangdong-gu, Seoul, South Korea",37.5305849,127.1480435
114,도서운반,여행자의노래도서관,여행자의노래도서관,도서운반,20180529,20180614,20180527 ~ 20180527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gangwon-do,Yeongweol,"70 Danjong-ro, Yeongwol-eup, Yeongweol, Gangwon-do, South Korea",37.1884836,128.4647575
115,도봉구 문화재(평화문화진지길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집6월 2일 - 6길 : 분단의 아픔 평화문화진지길도봉산역 7호선 2번출구 창포원 입구(집결) - 평화문화진지 - 다락원 터 - 김수영 본가(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리TEL : 02) 905 - 4026",20180529,20180614,20180602 ~ 20180602,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
116,도서운반,여행자의노래도서관,여행자의노래도서관,도서운반,20180529,20180614,20180527 ~ 20180527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gangwon-do,Yeongweol,"70 Danjong-ro, Yeongwol-eup, Yeongweol, Gangwon-do, South Korea",37.1884836,128.4647575
117,토요전통문화체험,송파문화원,석촌호수 서호(서울놀이마당),1.일시:2018.05.26(토)2.장소:서울놀이마당3.내용:전통문화체험 부스 운영(전래놀이 수공예 페이스페인팅)*본 봉사활동은 송파문화봉사단이 운영하며 일반행사 활동이 아니오니 신청시 유의하시기 바랍니다.,20180529,20180614,20180526 ~ 20180526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
118,2018 성북구유소년 축구리그대회,성북구체육회,월곡인조잔디구장,- 축구대회 행사 진행 보조- 문화행사 보조- 선수단 인솔 및 관리- 대회 전반적인 운영보조09:00 - 12:00 대회 진행시간12:00 - 13:00 점심식사13:00 - 15:00 대회마무리 및 종료후 정리(시간 변경될수 있음),20180529,20180614,20180602 ~ 20180602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Seoul,Seongbuk-gu,"Hawolgok-dong, Seongbuk-gu, Seoul, South Korea",37.608503,127.0405178
119,도봉구 문화재(도봉서원 바위글씨길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집5월 26일 - 5길 : 도봉서원 바위글씨길도봉산탐방지원센터(집결) - 도봉동문 - 도봉산 바위글씨(가학루용주담필동암제일동천연단굴만석대제월광풍갱별전료장현송답잔원무우대고산앙지복호동천) - 도봉서원 터(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리TEL : 02) 905 - 4026",20180521,20180524,20180526 ~ 20180526,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
120,도봉문화원 필하모닉 오케스트라 제12회 향상연주회 봉사,도봉문화원,도봉문화원,※도봉 오케스트라 회원만 접수바랍니다.- 일시: 2018.5.26(토) 14:00~18:00- 장소: 도봉문화원 음악실- 내용: 도봉문화원 오케스트라 향상연주회,20180521,20180524,20180526 ~ 20180526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
121,영종역사관 해설사를 모집합니다.,영종역사관,영종역사관,영종역사관 해설사를 모집합니다.자세한 사항은 첨부파일을 참고하시기 바랍니다.□ 모집개요○ 모집분야 : 전시해설사○ 지원자격- 1365 자원봉사포털(www.1365.go.kr)에 회원가입한 성인- 영종역사관과 영종？용유 지역에 관심이 있는 자○ 모집인원 : 00명○ 활동시간 : 1일 2시간 이상- 오전 : 10:00 ~ 14:00 오후 : 14:00 ~ 18:00○ 지원사항 : 1일 4시간 이상 자원봉사자에 한하여 실비 지급교통비(3000원) + 식비(7000원) = 10000원 지급※ 실비 수령자는 봉사활동 인정시간 제외□ 모집공고 및 접수○ 모집공고 : 5. 2.(수) ~ 5. 27.(일)○ 접수기간 : 5. 9.(수) ~ 5. 27.(일) 10:00 ~ 18:00○ 제출서류 : 자원봉사 신청서 1부□ 심사 및 선발자 발표○ 1차 서류심사 발표 : 5. 24(목)○ 2차 면접심사 : 5. 30(수) 15:00 ~ 17:00- 영종역사관 2층 세미나실○ 최종 선발자 발표 : 5. 31(목)- 구 홈페이지 게재 및 개별통지,20180521,20180524,20180601 ~ 20181231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Incheon,Yeongjong-dong,"Yeongjong-dong, Incheon, South Korea",37.489195,126.576549
122,2018서울 강북구 아이리그 축구대회 자원봉사자를 모집합니다.,서울시강북구체육회,강북구민운동장,-봉사일시 : 2018.05.26 07:00~11:00-봉사장소 : 강북구민운동장 (강북구 번2동 소재)-봉사내용 : 유소년 축구대회이며 경기장 설치 등 기록전달 장내 정리등을 해주실 봉사자 분들 모집합니다.-봉사집결 : 강북구민운동장 단상으로 7시까지-담당자 : 강북구체육회 이상미,20180521,20180524,20180526 ~ 20180526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Seoul,Gangbuk-gu,"51 Ohyeon-ro 31-gil, Beon 2(i)-dong, Gangbuk-gu, Seoul, South Korea",37.629306,127.0373786
123,도서관 서가 정리와 라벨작업,가정동 작은도서관,가정동 작은도서관,현재 보유중인 책을 순회사서 선생님의 도움을 받아서새로운 도서관리시스템(코라시스2)으로 변경하기 위해서서가에 있는 책에 새로운 라벨 스티커 작업을 진행중에 있습니다.서가를 정리정돈하는 일과 컴퓨터에 자료를 입력(바코드 리더기)하는 일과바코드와 테잎을 붙이는 작업이 진행중인데 자원봉사자들의 도움이 필요합니다많이 신청해주시고 많이 도와주시기를 바랍니다.감사합니다.,20180521,20180524,20180515 ~ 20180630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Seo-gu,Incheon,"South Korea, Incheon, Seo-gu, 가정동 71-121번지 1층",37.5321006,126.6656481
124,2018 제7회 거제시장배 댄스스포츠 선수권 대회 및 아시아 친선 교류전 개최 체육봉사자 모집,거제시체육회,거제시 대명리조트,행사안내 및 보조,20180521,20180524,20180714 ~ 20180714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Gyeongsangnam-do,Geoje-si,"564 Gohyeon-dong, Geoje-si, Gyeongsangnam-do, South Korea",34.882931,128.6184712
